CIDADE,DATA_COMUNICACAO_BO,FLAG_STATUS,VIOLENCIA_DOMESTICA,RUBRICA,DESCR_SUBTIPOLOCAL,DESCR_RELACIONAMENTO,IDADE_PESSOA,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
BEBEDOURO                               ,2020-03-05,Consumado,,Calúnia (art. 138),APLICATIVOS DE MENSAGENS,,27,PRENDAS DOMESTICAS            ,2 Grau completo                         
BEBEDOURO                               ,2020-03-05,Consumado,,Difamação (art. 139),CASA,,28,AUXILIAR DE SERVIÇOS GERAIS   ,1 Grau incompleto                       
IBITINGA                                ,2020-03-05,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,31,PRENDAS DOMESTICAS            ,1 Grau completo                         
IBITINGA                                ,2020-03-05,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,27,DESEMPREGADO(A)               ,
BEBEDOURO                               ,2020-03-05,Consumado,,Injúria (art. 140),CASA,,28,AUXILIAR DE SERVIÇOS GERAIS   ,1 Grau incompleto                       
IBITINGA                                ,2020-03-05,Consumado,,Violação de domicílio (art. 150),CASA,,22,TECNICO EM ENFERMAGEM         ,2 Grau completo                         
IBITINGA                                ,2020-03-05,Consumado,,Lesão corporal (art. 129),CASA,,38,AUXILIAR DE LIMPEZA           ,
BEBEDOURO                               ,2020-03-05,Consumado,,Difamação (art. 139),APLICATIVOS DE MENSAGENS,,27,PRENDAS DOMESTICAS            ,2 Grau completo                         
BEBEDOURO                               ,2020-03-05,Consumado,,Injúria (art. 140),CASA,,31,EMPREGADO DOMESTICO           ,1 Grau incompleto                       
BARRINHA                                ,2020-03-05,Consumado,,Ameaça (art. 147),BERÇÁRIO/CRECHE,,23,MONITOR(A)                    ,Superior completo                       
RINCAO                                  ,2020-03-05,Consumado,,Injúria (art. 140),OUTROS,,53,COZINHEIRO(A)                 ,1 Grau completo                         
SERRANA                                 ,2020-03-05,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,28,,
BATATAIS                                ,2020-03-05,Consumado,,Calúnia (art. 138),LOJAS,,45,PADEIRO(A)                    ,1 Grau completo                         
BEBEDOURO                               ,2020-03-05,Consumado,,Ameaça (art. 147),CASA,,31,EMPREGADO DOMESTICO           ,1 Grau incompleto                       
BATATAIS                                ,2020-03-05,Consumado,,Difamação (art. 139),LOJAS,,45,PADEIRO(A)                    ,1 Grau completo                         
BEBEDOURO                               ,2020-03-05,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,57,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
GAVIAO PEIXOTO                          ,2020-03-05,Consumado,,Ameaça (art. 147),BERÇÁRIO/CRECHE,,51,FUNCION.PUBLICO MUNICIPAL     ,2 Grau completo                         
S.ROSA DE VITERBO                       ,2020-03-05,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,33,,
BEBEDOURO                               ,2020-03-05,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,57,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
BATATAIS                                ,2020-03-05,Consumado,,Art. 216A - Assedio Sexual,CASA,,32,NAO INFORMADA                 ,
BEBEDOURO                               ,2020-03-05,Consumado,,Injúria (art. 140),CASA,,32,TRABALHADOR RURAL             ,1 Grau incompleto                       
BEBEDOURO                               ,2020-03-05,Consumado,,Ameaça (art. 147),CASA,,32,TRABALHADOR RURAL             ,1 Grau incompleto                       
BATATAIS                                ,2020-03-05,Consumado,,Art. 216A - Assedio Sexual,CASA,,15,ESTUDANTE                     ,
BARRETOS                                ,2020-03-05,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,26,AUXILIAR DE VETERINARIO       ,2 Grau completo                         
BARRINHA                                ,2020-03-05,Consumado,,Dano (art. 163),VIA PÚBLICA,,38,PRENDAS DOMESTICAS            ,2 Grau completo                         
GAVIAO PEIXOTO                          ,2020-03-05,Consumado,,Injúria (art. 140),BERÇÁRIO/CRECHE,,51,FUNCION.PUBLICO MUNICIPAL     ,2 Grau completo                         
BATATAIS                                ,2020-03-05,Consumado,,Art. 216A - Assedio Sexual,CASA,,0,,
GUARIBA                                 ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,ENVOLVIMENTO AMOROSO                    ,38,FUNCION.PUBLICO MUNICIPAL     ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-06,Consumado,,Ameaça (art. 147),OUTROS,,22,OUTROS                        ,
RIBEIRAO PRETO                          ,2020-03-06,Consumado,,Ameaça (art. 147),LOJA DE ROUPAS,,23,VENDEDOR(A)                   ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-06,Consumado,,Injúria (art. 140),LOJA DE ROUPAS,,23,VENDEDOR(A)                   ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-06,Consumado,,Lesão corporal (art. 129),CASA,,68,TECNICO EM ENFERMAGEM         ,2 Grau completo                         
GUARIBA                                 ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,38,FUNCION.PUBLICO MUNICIPAL     ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-06,Consumado,,Ameaça (art. 147),CASA,,68,TECNICO EM ENFERMAGEM         ,2 Grau completo                         
BEBEDOURO                               ,2020-03-06,Consumado,,Injúria (art. 140),CASA,,56,APOSENTADO(A)                 ,
LINS                                    ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,58,,
RIBEIRAO PRETO                          ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,CASAMENTO                               ,39,PSICOLOGO(A)                  ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),APARTAMENTO,CASAMENTO                               ,39,PSICOLOGO(A)                  ,Superior completo                       
MORRO AGUDO                             ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,41,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
MATAO                                   ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,38,PROFESSOR(A)                  ,Superior completo                       
MORRO AGUDO                             ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,41,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
AMERICO BRASILIENSE                     ,2020-03-06,Consumado,,Ameaça (art. 147),CASA,,28,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
MATAO                                   ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,62,COMERCIANTE                   ,
RIBEIRAO PRETO                          ,2020-03-06,Consumado,,Dano (art. 163),DISTRIBUIDORA,,34,COMERCIANTE                   ,2 Grau incompleto                       
AMERICO BRASILIENSE                     ,2020-03-06,Consumado,,Injúria (art. 140),CASA,,28,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
MATAO                                   ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,62,COMERCIANTE                   ,
RIBEIRAO PRETO                          ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Maus-tratos (art. 136),APARTAMENTO,CONHECIDO                               ,6,MENSAGEIRO(A)                 ,
MATAO                                   ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,39,PRENDAS DOMESTICAS            ,1 Grau completo                         
GUARA                                   ,2020-03-06,Consumado,,Ameaça (art. 147),JUNTA/FÓRUM/TRIBUNAL,,47,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
JARDINOPOLIS                            ,2020-03-06,Consumado,,Calúnia (art. 138),VIA PÚBLICA,,27,CABELEIREIRO(A)               ,1 Grau incompleto                       
JARDINOPOLIS                            ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,35,NAO INFORMADA                 ,
JARDINOPOLIS                            ,2020-03-06,Consumado,,Injúria (art. 140),VIA PÚBLICA,,27,CABELEIREIRO(A)               ,1 Grau incompleto                       
MATAO                                   ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,38,PROFESSOR(A)                  ,Superior completo                       
PORTO FERREIRA                          ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,36,BALCONISTA                    ,1 Grau incompleto                       
SERTAOZINHO                             ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,ENVOLVIMENTO AMOROSO                    ,27,DESEMPREGADO(A)               ,
CAJOBI                                  ,2020-03-06,Consumado,,Injúria (art. 140),CASA,,44,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
IBITINGA                                ,2020-03-06,Consumado,,Ameaça (art. 147),CASA,,43,COSTUREIRO(A)                 ,2 Grau completo                         
IBITINGA                                ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,25,CHAPEIRO                      ,2 Grau completo                         
IBITINGA                                ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,25,CHAPEIRO                      ,2 Grau completo                         
FRANCA                                  ,2020-03-06,Consumado,,Calúnia (art. 138),CASA,,41,SERVIDOR PUBLICO MUNICIPAL    ,
RIBEIRAO PRETO                          ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,55,PRENDAS DOMESTICAS            ,
FRANCA                                  ,2020-03-06,Consumado,,Injúria (art. 140),CASA,,41,SERVIDOR PUBLICO MUNICIPAL    ,
IBITINGA                                ,2020-03-06,Consumado,,Injúria (art. 140),CASA,,43,COSTUREIRO(A)                 ,2 Grau completo                         
BEBEDOURO                               ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,22,BALCONISTA                    ,1 Grau incompleto                       
BARRETOS                                ,2020-03-06,Consumado,,Dano (art. 163),VIA PÚBLICA,,43,,
S.CARLOS                                ,2020-03-06,Consumado,,Homicídio culposo na direção de veículo automotor (Art. 302),VIA PÚBLICA,,41,EMPREGADO DOMESTICO           ,1 Grau incompleto                       
BOA ESPERANCA DO SUL                    ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,28,MANICURE                      ,2 Grau incompleto                       
MONTE AZUL PAULISTA                     ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,34,,2 Grau completo                         
BEBEDOURO                               ,2020-03-06,Consumado,,Injúria (art. 140),VIA PÚBLICA,,54,APOSENTADO(A)                 ,2 Grau completo                         
AMERICO BRASILIENSE                     ,2020-03-06,Consumado,,Difamação (art. 139),CASA,,48,PRENDAS DOMESTICAS            ,1 Grau completo                         
BEBEDOURO                               ,2020-03-06,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,35,AUXILIAR ADMINISTRATIVO       ,2 Grau completo                         
JARDINOPOLIS                            ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,35,NAO INFORMADA                 ,
VIRADOURO                               ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,CASAMENTO                               ,26,NAO INFORMADA                 ,
S.CARLOS                                ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,6,ESTUDANTE                     ,1 Grau incompleto                       
AMERICO BRASILIENSE                     ,2020-03-06,Consumado,,Injúria (art. 140),CASA,,48,PRENDAS DOMESTICAS            ,1 Grau completo                         
GUAIRA                                  ,2020-03-06,Consumado,,Injúria (art. 140),CASA,,59,APOSENTADO(A)                 ,
JARDINOPOLIS                            ,2020-03-06,Consumado,,Dano (art. 163),CASA,,22,CAMAREIRO(A)                  ,2 Grau completo                         
TAIACU                                  ,2020-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,67,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
SERTAOZINHO                             ,2020-03-06,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,38,VENDEDOR(A)                   ,
SERTAOZINHO                             ,2020-03-06,Consumado,,Injúria (art. 140),VIA PÚBLICA,,38,VENDEDOR(A)                   ,
ARARAQUARA                              ,2020-03-06,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,58,NAO INFORMADA                 ,Superior completo                       
SERTAOZINHO                             ,2020-03-06,Consumado,,Injúria (art. 140),VIA PÚBLICA,,32,ESTETICISTA                   ,2 Grau completo                         
